date,start_time,file,temp.start,temp.end,press,Light_dark,Code,cham.vol
05/07/2024,12:26:00,192649Z,19.2,18.6,102,dark,192649,0.030
05/07/2024,13:05:00,200511Z,15.2,17.9,102,light,200511,0.030
05/07/2024,13:12:00,201236Z,18.1,17.3,102,dark,201236,0.030
05/07/2024,13:33:00,203258Z,19.7,19.3,102,light,203258,0.030
05/07/2024,13:40:00,204013Z,19.2,19.2,102,dark,204013,0.030
05/07/2024,13:52:00,205212Z,19.5,20.7,102,light,205212,0.030
05/07/2024,13:58:00,205853Z,21.7,21.7,102,dark,205853,0.030
05/07/2024,14:11:00,211202Z,19.3,19.3,102,dark,211202,0.009
05/07/2024,14:19:00,212028Z,18.8,18.8,102,dark,212028,0.009
06/07/2024,07:45:00,144500Z,12.9,13.4,102,light,144500,0.030
06/07/2024,07:51:00,145127Z,13.2,13.2,102,dark,145127,0.029
06/07/2024,08:02:00,150205Z,13.7,13.7,102,light,150205,0.030
06/07/2024,08:13:00,151337Z,13.3,13.3,102,dark,151337,0.030
06/07/2024,10:01:00,170121Z,15.6,15.7,102,light,170121,0.030
06/07/2024,10:08:00,170814Z,15.7,15.7,102,dark,170814,0.030
06/07/2024,10:17:00,171759Z,15.7,16.7,102,light,171759,0.030
06/07/2024,10:24:00,172437Z,16.7,16.6,102,dark,172437,0.030
06/07/2024,10:36:00,173638Z,20.1,20.1,102,light,173638,0.030
06/07/2024,10:43:00,174340Z,19.6,19.6,102,dark,174340,0.030
06/07/2024,10:57:00,175719Z,18.2,18.5,102,light,175719,0.030
06/07/2024,11:02:00,180242Z,17.8,17.8,102,dark,180242,0.030
06/07/2024,11:24:00,182355Z,14.2,14.2,102,dark,182355,0.009
06/07/2024,11:33:00,183316Z,14.6,14.6,102,dark,183316,0.009
07/07/2024,13:10:00,201014Z,22.6,24,102,light,201014,0.030
07/07/2024,13:23,202318Z,21.9,21.9,102,dark,202318,0.030
07/07/2024,13:34:00,203411Z,20.7,21.9,102,light,203411,0.030
07/07/2024,13:42:00,204230Z,21,21,102,dark,204230,0.030
07/07/2024,13:50:00,205929Z,24.5,24.5,102,dark,205929,0.030
07/07/2024,13:52:00,205205Z,27.3,29.2,102,light,205205,0.030
07/07/2024,14:09:00,210935Z,23.7,24.1,102,light,210935,0.030
07/07/2024,14:15:00,211532Z,24,24,102,dark,211532,0.030
07/07/2024,14:24:00,212455Z,27.5,32.7,102,light,212455,0.030
07/07/2024,14:30:00,213036Z,27.7,24.1,102,dark,213036,0.030
07/07/2024,14:40:00,214025Z,26.5,28.1,102,light,214025,0.030
07/07/2024,14:46:00,214624Z,26.3,24.1,102,dark,214624,0.030
07/07/2024,14:56:00,215105Z,23.1,25.7,102,light,215105,0.030
07/07/2024,15:03:00,220315Z,24,23.6,102,dark,220315,0.030
07/07/2024,15:13:00,221319Z,26.9,23.9,102,light,221319,0.030
07/07/2024,15:20:00,222039Z,23,21.5,102,dark,222039,0.030
08/07/2024,09:01:00,160158Z,15.3,16.1,101,light,160158,0.030
08/07/2024,09:07:00,160729Z,15.8,15.4,101,dark,160729,0.030
08/07/2024,09:16:00,161639Z,17.1,16.3,101,light,161639,0.030
08/07/2024,09:23:00,162330Z,16.4,15.6,101,dark,162330,0.030
08/07/2024,09:32:00,163224Z,18.5,19.1,101,light,163224,0.030
08/07/2024,09:38:00,163835Z,18.7,18.7,101,dark,163835,0.030
08/07/2024,09:49:00,164939Z,16.4,16.6,101,light,164939,0.030
08/07/2024,09:55:00,165533Z,16.2,16.8,101,dark,165533,0.030
08/07/2024,10:04:00,170420Z,16.9,18.9,101,light,170420,0.030
08/07/2024,10:10:00,171015Z,18,17.5,101,dark,171015,0.030
08/07/2024,10:22:00,172221Z,18.4,19,101,light,172221,0.030
08/07/2024,10:30:00,172959Z,18.5,17.5,101,dark,172959,0.030
08/07/2024,10:40:00,174048Z,15.8,15.7,101,light,174048,0.030
08/07/2024,10:46:00,174626Z,15.7,15.7,101,dark,174626,0.030
08/07/2024,10:56:00,175618Z,15.2,15.7,101,light,175618,0.009
08/07/2024,11:03:00,180352Z,15.5,16.5,101,dark,180352,0.030
09/07/2024,07:47:00,144648Z,23.6,24,101,light,144648,0.030
09/07/2024,07:53:00,145317Z,23.1,19,101,dark,145317,0.030
09/07/2024,08:03:00,150350Z,20.1,20.3,101,light,150350,0.030
09/07/2024,08:11:00,151128Z,19.6,20.8,101,dark,151128,0.030
09/07/2024,08:22:00,152157Z,24.5,24.1,101,light,152157,0.030
09/07/2024,08:28:00,152834Z,24.1,21.8,101,dark,152834,0.030
09/07/2024,08:38:00,153843Z,19,20.4,101,light,153843,0.030
09/07/2024,08:45:00,154525Z,19.5,18.9,101,dark,154525,0.030
09/07/2024,08:54:00,155437Z,20.1,23.2,101,light,155437,0.030
09/07/2024,09:01:00,160057Z,23.6,20.7,101,dark,160057,0.030
09/07/2024,09:13:00,161342Z,21.4,23.4,101,light,161342,0.030
09/07/2024,09:20:00,162026Z,22.4,21.2,101,dark,162026,0.030
09/07/2024,09:41:00,164121Z,21.7,23.2,101,light,164121,0.009
09/07/2024,09:48:00,164803Z,22.1,20.9,101,dark,164803,0.009
10/07/2024,08:37:00,153729Z,27.7,27.2,101,light,153729,0.030
10/07/2024,08:47:00,154652Z,25.3,24.9,101,dark,154652,0.030
10/07/2024,08:57:00,155738Z,23.9,24.4,101,light,155738,0.030
10/07/2024,09:05:00,160524Z,24.5,24.2,101,dark,160524,0.030
10/07/2024,09:23:00,162330Z,23.6,25.8,101,light,162330,0.030
10/07/2024,09:30:00,163007Z,26.1,25.3,101,dark,163007,0.030
10/07/2024,09:44:00,164452Z,27.8,27.5,101,light,164452,0.030
10/07/2024,09:52:00,165203Z,25.3,25.2,101,dark,165203,0.030
10/07/2024,10:14:00,171410Z,22.7,26.1,101,light,171410,0.030
10/07/2024,10:20:00,172054Z,27.3,26.3,101,dark,172054,0.030
10/07/2024,10:33:00,173302Z,33,34.5,101,light,173302,0.030
10/07/2024,10:39:00,173949Z,33,31.3,101,dark,173949,0.030
10/07/2024,11:23:00,182341Z,27.2,27.2,101,light,182341,0.009
10/07/2024,11:36:00,183553Z,18,18,101,dark,183553,0.009
10/07/2024,12:12:00,191238Z,28.4,31.7,101,light,191238,0.030
10/07/2024,12:19:00,191912Z,30.6,28.4,101,dark,191912,0.030
10/07/2024,12:29:00,192909Z,26.7,31.4,101,light,192909,0.030
10/07/2024,12:45:00,194520Z,34.5,42.6,101,light,194520,0.030
10/07/2024,12:51:00,195148Z,44.1,31.6,101,dark,195148,0.030
10/07/2024,13:03:00,200310Z,30.6,34.9,101,light,200310,0.030
10/07/2024,13:09:00,200938Z,33.8,28.6,101,dark,200938,0.030
10/07/2024,13:21:00,202108Z,28.6,35.6,101,light,202108,0.030
10/07/2024,13:27:00,202727Z,31.5,29.2,101,dark,202727,0.030
10/07/2024,13:35:00,193554Z,30.6,29.9,101,dark,193554,0.030
10/07/2024,13:37:00,203735Z,32.6,36.5,101,light,203735,0.030
10/07/2024,13:45:00,204457Z,34.5,30.7,101,dark,204457,0.030
10/07/2024,13:54:00,205438Z,26.8,33.9,101,light,205438,0.009
10/07/2024,14:01:00,210125Z,31.7,31.1,101,dark,210125,0.009
06/05/2024,10:40:00,171449Z,17.7,18.6,100,light,171449,0.030
19/06/2024,10:15:00,180353Z,17.7,18.6,100,light,180353,0.030
